Genome_ID,Clade,Niche,Genomovar_Cluster,Clone_Cluster
GCA_029604285.1,CladeA,Wound,Cluster_5,Cluster_1583
GCA_029604345.1,CladeB,Blood,Cluster_11,Cluster_256
GCA_029604385.1,CladeB,Lung,Cluster_156,Cluster_1566
GCA_029604395.1,CladeB,Lung,Cluster_12,Cluster_15
GCA_029604445.1,CladeB,Lung,Cluster_12,Cluster_15
GCA_029604465.1,CladeB,Lung,Cluster_12,Cluster_15
GCA_029604485.1,CladeB,Lung,Cluster_12,Cluster_15
GCA_029604505.1,CladeB,Wound,Cluster_12,Cluster_15
GCA_029604525.1,CladeA,Lung,Cluster_285,Cluster_1584
GCA_029604535.1,CladeB,Urinary,Cluster_12,Cluster_15
GCA_029604545.1,CladeA,Urinary,Cluster_5,Cluster_1585
GCA_029604575.1,CladeA,Wound,Cluster_206,Cluster_1580
GCA_029604605.1,CladeA,Urinary,Cluster_99,Cluster_1586
GCA_029604625.1,CladeA,Lung,Cluster_285,Cluster_1584
GCA_029604645.1,CladeA,Blood,Cluster_82,Cluster_1587
GCA_029604665.1,CladeA,Lung,Cluster_26,Cluster_1588
GCA_029604685.1,CladeB,Wound,Cluster_4,Cluster_1589
GCA_029604705.1,CladeA,Lung,Cluster_50,Cluster_1567
GCA_029604725.1,CladeB,Blood,Cluster_12,Cluster_15
GCA_029604735.1,CladeA,Urinary,Cluster_231,Cluster_1579
GCA_029604765.1,CladeA,Blood,Cluster_50,Cluster_1567
GCA_029604785.1,CladeB,Lung,Cluster_12,Cluster_15
GCA_029604805.1,CladeB,Wound,Cluster_64,Cluster_1590
GCA_029604815.1,CladeA,Urinary,Cluster_99,Cluster_1586
GCA_029604845.1,CladeA,Lung,Cluster_19,Cluster_1591
GCA_029604865.1,CladeB,Blood,Cluster_11,Cluster_1576
GCA_029604885.1,CladeA,Urinary,Cluster_231,Cluster_1579
GCA_029604925.1,CladeA,Wound,Cluster_5,Cluster_1592
GCA_029604935.1,CladeA,Wound,Cluster_69,Cluster_1593
GCA_029604945.1,CladeB,Lung,Cluster_11,Cluster_256
GCA_029604975.1,CladeA,Lung,Cluster_26,Cluster_1588
GCA_029605005.1,CladeB,Blood,Cluster_12,Cluster_15
GCA_029605025.1,CladeA,Blood,Cluster_50,Cluster_1567
GCA_029605045.1,CladeA,Wound,Cluster_50,Cluster_1567
GCA_029605065.1,CladeA,Wound,Cluster_5,Cluster_1594
GCA_029605085.1,CladeB,Blood,Cluster_11,Cluster_256
GCA_029605105.1,CladeA,Urinary,Cluster_286,Cluster_1595
GCA_029605125.1,CladeA,Lung,Cluster_50,Cluster_1567
GCA_029605145.1,CladeA,Lung,Cluster_1,Cluster_194
GCA_029605155.1,CladeB,Lung,Cluster_12,Cluster_15
GCA_029605185.1,CladeA,Wound,Cluster_20,Cluster_1596
GCA_029605205.1,CladeB,Blood,Cluster_11,Cluster_1576
GCA_029605225.1,CladeB,Wound,Cluster_12,Cluster_15
GCA_029605245.1,CladeB,Blood,Cluster_12,Cluster_15
GCA_029605255.1,CladeA,Wound,Cluster_285,Cluster_1584
GCA_029605285.1,CladeA,Wound,Cluster_285,Cluster_1584
GCA_029605295.1,CladeB,Lung,Cluster_12,Cluster_15
GCA_029605325.1,CladeA,Lung,Cluster_50,Cluster_1567
GCA_029605345.1,CladeB,Lung,Cluster_11,Cluster_256
GCA_029605365.1,CladeA,Wound,Cluster_1,Cluster_194
GCA_029605525.1,CladeA,Lung,Cluster_131,Cluster_412
GCA_029605625.1,CladeA,Wound,Cluster_50,Cluster_1567
GCA_029605665.1,CladeA,Lung,Cluster_50,Cluster_1567
GCA_029605685.1,CladeB,Wound,Cluster_57,Cluster_1597
GCA_029605705.1,CladeA,Urinary,Cluster_50,Cluster_1567
GCA_029605735.1,CladeA,Lung,Cluster_132,Cluster_413
GCA_029605825.1,CladeA,Lung,Cluster_75,Cluster_1563
GCA_029605845.1,CladeA,Wound,Cluster_61,Cluster_1598
GCA_029605905.1,CladeB,Lung,Cluster_12,Cluster_15
GCA_029605925.1,CladeA,Wound,Cluster_285,Cluster_1584
GCA_029605935.1,CladeA,Lung,Cluster_50,Cluster_1567
GCA_029605955.1,CladeB,Wound,Cluster_11,Cluster_256
GCA_029605975.1,CladeB,Lung,Cluster_57,Cluster_1599
GCA_029606005.1,CladeA,Wound,Cluster_26,Cluster_1600
GCA_029606025.1,CladeA,Lung,Cluster_26,Cluster_1601
GCA_029606035.1,CladeB,Urinary,Cluster_155,Cluster_578
GCA_029606045.1,CladeB,Urinary,Cluster_17,Cluster_1602
GCA_029606065.1,CladeB,Wound,Cluster_12,Cluster_15
GCA_029623895.1,CladeB,Ocean,Cluster_156,Cluster_1603
GCA_029628305.1,CladeA,CF,Cluster_37,Cluster_1604
GCA_029628385.1,CladeA,CF,Cluster_37,Cluster_1604
GCA_029628885.1,CladeA,CF,Cluster_37,Cluster_1604
GCA_029630625.1,CladeA,CF,Cluster_37,Cluster_1604
GCA_029630645.1,CladeA,CF,Cluster_37,Cluster_1604
GCA_029630665.1,CladeA,CF,Cluster_37,Cluster_1604
GCA_029630985.1,CladeA,CF,Cluster_37,Cluster_1604
GCA_029635925.2,CladeB,Lung,Cluster_11,Cluster_577
GCA_029635965.2,CladeB,Blood,Cluster_11,Cluster_1605
GCA_029635985.1,CladeB,Blood,Cluster_11,Cluster_577
GCA_029636025.2,CladeA,Lung,Cluster_74,Cluster_1606
GCA_029645555.1,CladeB,Blood,Cluster_81,Cluster_627
GCA_029707565.3,CladeA,Wound,Cluster_5,Cluster_1607
GCA_029748935.3,CladeB,Hospital.Environment,Cluster_32,Cluster_939
GCA_029833775.3,CladeA,Wound,Cluster_20,Cluster_1608
GCA_029856995.1,CladeA,Sputum,Cluster_3,Cluster_1609
GCA_029857015.1,CladeA,Sputum,Cluster_5,Cluster_1610
GCA_029870495.1,CladeA,Sputum,Cluster_3,Cluster_1609
GCA_029870505.1,CladeA,Sputum,Cluster_3,Cluster_1609
GCA_029870525.1,CladeA,Sputum,Cluster_43,Cluster_1611
GCA_029870535.1,CladeA,Sputum,Cluster_3,Cluster_1609
GCA_029871135.1,CladeA,CF,Cluster_82,Cluster_1612
GCA_029871145.1,CladeA,CF,Cluster_82,Cluster_1612
GCA_029873055.1,CladeA,CF,Cluster_82,Cluster_1612
GCA_029888185.1,CladeB,Lung,Cluster_32,Cluster_939
GCA_029907785.1,CladeA,Sputum,Cluster_266,Cluster_1613
GCA_029953735.1,CladeA,Built.Environment,Cluster_58,Cluster_1614
GCA_029953755.1,CladeA,Sputum,Cluster_5,Cluster_1615
GCA_029953765.1,CladeA,Sputum,Cluster_20,Cluster_1616
GCA_029953835.1,CladeB,Sputum,Cluster_218,Cluster_1617
GCA_029953855.1,CladeA,Sputum,Cluster_94,Cluster_968
GCA_029953875.1,CladeB,Sputum,Cluster_218,Cluster_1617
GCA_029953935.1,CladeA,Blood,Cluster_10,Cluster_30
GCA_029953955.1,CladeA,Built.Environment,Cluster_10,Cluster_30
GCA_029953965.1,CladeA,Built.Environment,Cluster_5,Cluster_1618
GCA_029953995.1,CladeA,Sputum,Cluster_5,Cluster_314
GCA_029954035.1,CladeA,Built.Environment,Cluster_10,Cluster_30
GCA_029954055.1,CladeA,Sputum,Cluster_10,Cluster_30
GCA_029954065.1,CladeA,Built.Environment,Cluster_10,Cluster_30
GCA_029954115.1,CladeA,Sputum,Cluster_10,Cluster_30
GCA_029954135.1,CladeA,Built.Environment,Cluster_10,Cluster_30
GCA_029954155.1,CladeA,Wound,Cluster_10,Cluster_30
GCA_029954175.1,CladeA,Sputum,Cluster_10,Cluster_30
GCA_029954195.1,CladeB,Built.Environment,Cluster_218,Cluster_1617
GCA_029954205.1,CladeA,Built.Environment,Cluster_10,Cluster_30
GCA_029954255.1,CladeA,Sputum,Cluster_10,Cluster_30
GCA_029954275.1,CladeA,Sputum,Cluster_46,Cluster_1619
GCA_029954305.1,CladeA,Sputum,Cluster_10,Cluster_1620
GCA_029954335.1,CladeA,Built.Environment,Cluster_10,Cluster_30
GCA_029954365.1,CladeB,Urinary,Cluster_57,Cluster_1165
GCA_029954395.1,CladeA,Built.Environment,Cluster_36,Cluster_1621
GCA_029954405.1,CladeB,Urinary,Cluster_57,Cluster_1165
GCA_029954415.1,CladeB,Sputum,Cluster_11,Cluster_256
GCA_029954455.1,CladeA,Sputum,Cluster_104,Cluster_1622
GCA_029954475.1,CladeB,Urinary,Cluster_126,Cluster_1623
GCA_029954495.1,CladeA,Sputum,Cluster_10,Cluster_1620
GCA_029954515.1,CladeA,Sputum,Cluster_3,Cluster_1624
GCA_029954535.1,CladeB,Sputum,Cluster_126,Cluster_1623
GCA_029954555.1,CladeB,Sputum,Cluster_12,Cluster_1625
GCA_029954575.1,CladeA,Sputum,Cluster_94,Cluster_261
GCA_029954615.1,CladeB,Sputum,Cluster_126,Cluster_1623
GCA_029954635.1,CladeB,Sputum,Cluster_12,Cluster_1625
GCA_029954655.1,CladeA,Sputum,Cluster_51,Cluster_1626
GCA_029954675.1,CladeA,Sputum,Cluster_43,Cluster_1627
GCA_029954705.1,CladeA,Sputum,Cluster_46,Cluster_1628
GCA_029954715.1,CladeA,Sputum,Cluster_90,Cluster_1629
GCA_029954755.1,CladeA,Sputum,Cluster_90,Cluster_1629
GCA_029954775.1,CladeA,Sputum,Cluster_43,Cluster_321
GCA_029954795.1,CladeA,Sputum,Cluster_5,Cluster_281
GCA_029954805.1,CladeA,Sputum,Cluster_23,Cluster_1630
GCA_029954835.1,CladeB,Sputum,Cluster_16,Cluster_1631
GCA_029954855.1,CladeA,Sputum,Cluster_5,Cluster_1632
GCA_029954875.1,CladeA,Sputum,Cluster_31,Cluster_422
GCA_029954895.1,CladeA,Sputum,Cluster_213,Cluster_1633
GCA_029954935.1,CladeA,Sputum,Cluster_43,Cluster_1634
GCA_029954955.1,CladeA,Urinary,Cluster_113,Cluster_1635
GCA_029954975.1,CladeA,Sputum,Cluster_3,Cluster_1636
GCA_029954995.1,CladeA,Sputum,Cluster_43,Cluster_321
GCA_029955035.1,CladeA,Sputum,Cluster_24,Cluster_1637
GCA_029955055.1,CladeA,Sputum,Cluster_5,Cluster_1638
GCA_029955065.1,CladeA,Sputum,Cluster_24,Cluster_1637
GCA_029955095.1,CladeA,Sputum,Cluster_41,Cluster_1639
GCA_029955105.1,CladeB,Sputum,Cluster_55,Cluster_1640
GCA_029955135.1,CladeA,Sputum,Cluster_104,Cluster_1622
GCA_029955995.1,CladeA,Blood,Cluster_75,Cluster_1641
GCA_029956085.1,CladeB,Blood,Cluster_17,Cluster_1642
GCA_029961245.1,CladeA,Wound,Cluster_10,Cluster_458
GCA_029961265.1,CladeB,Wound,Cluster_142,Cluster_457
GCA_029961285.1,CladeB,Wound,Cluster_64,Cluster_467
GCA_029961305.1,CladeB,Wound,Cluster_142,Cluster_457
GCA_029961325.1,CladeB,Wound,Cluster_64,Cluster_467
GCA_029961345.1,CladeB,Wound,Cluster_142,Cluster_457
GCA_029961365.1,CladeB,Wound,Cluster_52,Cluster_1643
GCA_029961385.1,CladeB,Wound,Cluster_81,Cluster_627
GCA_029961405.1,CladeB,Wound,Cluster_81,Cluster_627
GCA_029961425.1,CladeB,Wound,Cluster_81,Cluster_627
GCA_029961445.1,CladeA,Wound,Cluster_10,Cluster_458
GCA_029961465.1,CladeB,Wound,Cluster_145,Cluster_476
GCA_029961485.1,CladeA,Sputum,Cluster_34,Cluster_1644
GCA_029961505.1,CladeB,Wound,Cluster_145,Cluster_476
GCA_029961525.1,CladeB,Wound,Cluster_17,Cluster_1645
GCA_029961565.1,CladeB,Sputum,Cluster_64,Cluster_484
GCA_029961585.1,CladeB,Wound,Cluster_64,Cluster_430
GCA_029961605.1,CladeB,Wound,Cluster_189,Cluster_1646
GCA_029961625.1,CladeB,Wound,Cluster_64,Cluster_588
GCA_029961665.1,CladeA,Wound,Cluster_141,Cluster_456
GCA_029962165.1,CladeB,Blood,Cluster_55,Cluster_1647
GCA_029962185.1,CladeA,Wound,Cluster_24,Cluster_1648
GCA_029962205.1,CladeB,Wound,Cluster_64,Cluster_430
GCA_029980215.1,CladeA,Urinary,Cluster_63,Cluster_1649
GCA_029987535.1,CladeA,Animal,Cluster_1,Cluster_1650
GCA_029987555.1,CladeB,Animal,Cluster_12,Cluster_1651
GCA_029987565.1,CladeB,Animal,Cluster_12,Cluster_1652
GCA_029987595.1,CladeB,Animal,Cluster_12,Cluster_1651
GCA_029987655.1,CladeA,Animal,Cluster_5,Cluster_1653
GCA_029987675.1,CladeA,Animal,Cluster_229,Cluster_1654
GCA_029987695.1,CladeA,Animal,Cluster_1,Cluster_1650
GCA_029987715.1,CladeA,Animal,Cluster_209,Cluster_1655
GCA_029987735.1,CladeA,Animal,Cluster_287,Cluster_1656
GCA_029987775.1,CladeA,Animal,Cluster_1,Cluster_1650
GCA_029987795.1,CladeA,Animal,Cluster_19,Cluster_1657
GCA_029987835.1,CladeA,Animal,Cluster_287,Cluster_1658
GCA_029987915.1,CladeB,Animal,Cluster_12,Cluster_1659
GCA_029987935.1,CladeA,Animal,Cluster_3,Cluster_1660
GCA_029987975.1,CladeA,Animal,Cluster_3,Cluster_1660
GCA_029987995.1,CladeB,Animal,Cluster_7,Cluster_1661
GCA_029988015.1,CladeA,Animal,Cluster_160,Cluster_1662
GCA_029988035.1,CladeB,Animal,Cluster_7,Cluster_1661
GCA_029988045.1,CladeA,Animal,Cluster_19,Cluster_1657
GCA_029988065.1,CladeA,Animal,Cluster_141,Cluster_1663
GCA_029988135.1,CladeA,Animal,Cluster_1,Cluster_1650
GCA_029988225.1,CladeA,Animal,Cluster_141,Cluster_1663
GCA_029988235.1,CladeB,Animal,Cluster_12,Cluster_1651
GCA_029988275.1,CladeB,Animal,Cluster_288,Cluster_1664
GCA_029988315.1,CladeA,Animal,Cluster_10,Cluster_1665
GCA_029988355.1,CladeB,Animal,Cluster_12,Cluster_1651
GCA_029988375.1,CladeA,Animal,Cluster_1,Cluster_1666
GCA_029988395.1,CladeA,Animal,Cluster_99,Cluster_1667
GCA_029988415.1,CladeA,Animal,Cluster_24,Cluster_1668
GCA_029988425.1,CladeA,Animal,Cluster_3,Cluster_1660
GCA_029988475.1,CladeA,Animal,Cluster_19,Cluster_1657
GCA_029988495.1,CladeA,Animal,Cluster_43,Cluster_1627
GCA_029988615.1,CladeA,Animal,Cluster_24,Cluster_1669
GCA_029988635.1,CladeB,Animal,Cluster_12,Cluster_1670
GCA_029988695.1,CladeA,Animal,Cluster_20,Cluster_1671
GCA_029988715.1,CladeA,Animal,Cluster_1,Cluster_1650
GCA_029988735.1,CladeA,Animal,Cluster_9,Cluster_1672
GCA_029988755.1,CladeA,Animal,Cluster_3,Cluster_1673
GCA_029988775.1,CladeA,Animal,Cluster_25,Cluster_1674
GCA_029988795.1,CladeA,Animal,Cluster_68,Cluster_1675
GCA_029988815.1,CladeA,Animal,Cluster_53,Cluster_1676
GCA_029988875.1,CladeB,Animal,Cluster_12,Cluster_1677
GCA_029988985.1,CladeA,Animal,Cluster_53,Cluster_1676
GCA_029989025.1,CladeA,Animal,Cluster_3,Cluster_1673
GCA_029989045.1,CladeB,Animal,Cluster_12,Cluster_1652
GCA_029989105.1,CladeA,Animal,Cluster_59,Cluster_1678
GCA_029989125.1,CladeA,Animal,Cluster_68,Cluster_1675
GCA_029989145.1,CladeB,Animal,Cluster_12,Cluster_1652
GCA_029989165.1,CladeA,Animal,Cluster_43,Cluster_1679
GCA_029989205.1,CladeA,Animal,Cluster_10,Cluster_1665
GCA_029989225.1,CladeB,Animal,Cluster_12,Cluster_1670
GCA_029989285.1,CladeA,Animal,Cluster_10,Cluster_1680
GCA_029989295.1,CladeA,Animal,Cluster_5,Cluster_1681
GCA_029989525.1,CladeB,Animal,Cluster_17,Cluster_1682
GCA_029989535.1,CladeA,Animal,Cluster_1,Cluster_1683
GCA_029989565.1,CladeA,Animal,Cluster_43,Cluster_1627
GCA_029989605.1,CladeA,Animal,Cluster_5,Cluster_1684
GCA_029989635.1,CladeA,Animal,Cluster_43,Cluster_1679
GCA_029989665.1,CladeA,Animal,Cluster_5,Cluster_1653
GCA_029989685.1,CladeB,Animal,Cluster_17,Cluster_1682
GCA_029989725.1,CladeA,Animal,Cluster_1,Cluster_1685
GCA_029989745.1,CladeA,Animal,Cluster_3,Cluster_1660
GCA_029989785.1,CladeA,Animal,Cluster_99,Cluster_1686
GCA_029989805.1,CladeA,Animal,Cluster_10,Cluster_1687
GCA_029989885.1,CladeA,Animal,Cluster_101,Cluster_1688
GCA_029989895.1,CladeB,Animal,Cluster_17,Cluster_1682
GCA_029989905.1,CladeA,Animal,Cluster_8,Cluster_1689
GCA_029989945.1,CladeA,Animal,Cluster_102,Cluster_1690
GCA_029989975.1,CladeB,Animal,Cluster_17,Cluster_1682
GCA_029990005.1,CladeB,Animal,Cluster_16,Cluster_1691
GCA_029990015.1,CladeA,Animal,Cluster_3,Cluster_1660
GCA_029990045.1,CladeA,Animal,Cluster_43,Cluster_1627
GCA_029990065.1,CladeA,Animal,Cluster_5,Cluster_1692
GCA_029990085.1,CladeA,Animal,Cluster_43,Cluster_1627
GCA_030005615.1,CladeA,Terrestrial,Cluster_106,Cluster_1693
GCA_030015625.1,CladeA,Animal,Cluster_26,Cluster_1694
GCA_030015635.1,CladeA,Animal,Cluster_50,Cluster_1695
GCA_030015665.1,CladeB,Animal,Cluster_288,Cluster_1664
GCA_030015685.1,CladeA,Animal,Cluster_5,Cluster_1696
GCA_030015705.1,CladeA,Animal,Cluster_289,Cluster_1697
GCA_030015725.1,CladeA,Animal,Cluster_53,Cluster_1676
GCA_030015745.1,CladeA,Animal,Cluster_26,Cluster_1698
GCA_030015765.1,CladeB,Animal,Cluster_11,Cluster_1699
GCA_030015795.1,CladeA,Animal,Cluster_290,Cluster_1700
GCA_030015835.1,CladeA,Animal,Cluster_26,Cluster_1698
GCA_030015855.1,CladeA,Animal,Cluster_291,Cluster_1701
GCA_030015875.1,CladeB,Animal,Cluster_12,Cluster_1651
GCA_030015895.1,CladeA,Animal,Cluster_24,Cluster_1668
GCA_030015915.1,CladeA,Animal,Cluster_168,Cluster_1702
GCA_030015935.1,CladeA,Animal,Cluster_20,Cluster_1671
GCA_030015955.1,CladeA,Animal,Cluster_24,Cluster_1668
GCA_030015975.1,CladeA,Animal,Cluster_66,Cluster_1703
GCA_030016035.1,CladeA,Animal,Cluster_169,Cluster_1704
GCA_030016095.1,CladeA,Animal,Cluster_290,Cluster_1700
GCA_030028275.1,CladeA,Terrestrial,Cluster_1,Cluster_1705
GCA_030034615.1,CladeA,Sputum,Cluster_10,Cluster_30
GCA_030034635.1,CladeA,Urinary,Cluster_10,Cluster_30
GCA_030034655.1,CladeA,Ocean,Cluster_10,Cluster_30
GCA_030034675.1,CladeA,Sputum,Cluster_10,Cluster_30
GCA_030121675.1,CladeA,Waste.Water,Cluster_51,Cluster_1279
GCA_030121875.1,CladeA,Lung,Cluster_99,Cluster_285
GCA_030121895.1,CladeA,Lung,Cluster_99,Cluster_285
GCA_030121975.1,CladeB,Pneumonia,Cluster_11,Cluster_256
GCA_030122015.1,CladeA,Lung,Cluster_99,Cluster_285
GCA_030122035.1,CladeA,Wound,Cluster_5,Cluster_3639
GCA_030122055.1,CladeA,Lung,Cluster_99,Cluster_285
GCA_030122075.1,CladeA,Urinary,Cluster_43,Cluster_1706
GCA_030122095.1,CladeA,Pneumonia,Cluster_99,Cluster_285
GCA_030122115.1,CladeB,Lung,Cluster_11,Cluster_256
GCA_030183055.1,CladeA,Wound,Cluster_1,Cluster_8
GCA_030183115.1,CladeA,Wound,Cluster_1,Cluster_8
GCA_030183175.1,CladeA,Blood,Cluster_1,Cluster_8
GCA_030183215.1,CladeA,Blood,Cluster_1,Cluster_8
GCA_030183235.1,CladeA,Lung,Cluster_1,Cluster_8
GCA_030183295.1,CladeA,Urinary,Cluster_1,Cluster_8
GCA_030183315.1,CladeA,Wound,Cluster_1,Cluster_8
GCA_030183335.1,CladeA,Blood,Cluster_1,Cluster_8
GCA_030183355.2,CladeA,Wound,Cluster_1,Cluster_8
GCA_030183415.1,CladeA,Lung,Cluster_1,Cluster_8
GCA_030183445.1,CladeA,Wound,Cluster_1,Cluster_8
GCA_030183595.1,CladeA,Wound,Cluster_1,Cluster_8
GCA_030183735.1,CladeA,Urinary,Cluster_1,Cluster_8
GCA_030183855.2,CladeA,Blood,Cluster_1,Cluster_8
GCA_030185635.1,CladeA,Lung,Cluster_1,Cluster_8
GCA_030185655.1,CladeA,Wound,Cluster_1,Cluster_8
GCA_030185775.1,CladeA,Urinary,Cluster_1,Cluster_8
GCA_030185815.2,CladeA,Urinary,Cluster_1,Cluster_8
GCA_030185895.1,CladeA,Blood,Cluster_1,Cluster_8
GCA_030185915.2,CladeA,Lung,Cluster_1,Cluster_8
GCA_030185965.2,CladeA,Wound,Cluster_1,Cluster_1707
GCA_030186195.2,CladeA,Urinary,Cluster_1,Cluster_8
GCA_030186295.2,CladeA,Urinary,Cluster_1,Cluster_8
GCA_030186335.2,CladeA,Urinary,Cluster_1,Cluster_8
GCA_030186385.2,CladeA,Wound,Cluster_1,Cluster_8
GCA_030186505.1,CladeA,Urinary,Cluster_1,Cluster_8
GCA_030186885.2,CladeA,Lung,Cluster_1,Cluster_8
GCA_030186915.2,CladeA,Urinary,Cluster_1,Cluster_8
GCA_030248805.1,CladeA,CF,Cluster_292,Cluster_1708
GCA_030248835.1,CladeA,CF,Cluster_292,Cluster_1708
GCA_030252465.1,CladeA,CF,Cluster_1,Cluster_942
GCA_030253475.1,CladeB,Wound,Cluster_32,Cluster_939
GCA_030283365.1,CladeA,Rectal/Feces,Cluster_46,Cluster_1709
GCA_030283505.1,CladeA,Wound,Cluster_46,Cluster_1709
GCA_030283545.1,CladeA,Rectal/Feces,Cluster_46,Cluster_1709
GCA_030284605.1,CladeA,Rectal/Feces,Cluster_43,Cluster_1710
GCA_030369815.1,CladeB,Rectal/Feces,Cluster_4,Cluster_1711
GCA_030369835.1,CladeA,Rectal/Feces,Cluster_170,Cluster_1712
GCA_030410175.1,CladeA,Pneumonia,Cluster_1,Cluster_1713
GCA_030410875.1,CladeA,CF,Cluster_105,Cluster_1193
GCA_030410895.1,CladeA,CF,Cluster_5,Cluster_1194
GCA_030410935.1,CladeA,CF,Cluster_249,Cluster_1714
GCA_030410955.1,CladeA,CF,Cluster_20,Cluster_1195
GCA_030411375.1,CladeB,CF,Cluster_11,Cluster_404
GCA_030411385.1,CladeA,CF,Cluster_5,Cluster_1715
GCA_030434895.1,CladeB,Urinary,Cluster_196,Cluster_1716
GCA_030444495.1,CladeA,CF,Cluster_103,Cluster_1717
GCA_030489625.1,CladeB,Sputum,Cluster_11,Cluster_1718
GCA_030540985.1,CladeA,Hospital.Environment,Cluster_293,Cluster_1719
GCA_030544365.1,CladeB,Pneumonia,Cluster_17,Cluster_814
GCA_030544385.1,CladeB,Pneumonia,Cluster_17,Cluster_814
GCA_030544405.1,CladeB,Lung,Cluster_12,Cluster_15
GCA_030563585.1,CladeA,CF,Cluster_10,Cluster_1720
GCA_030563765.1,CladeA,CF,Cluster_10,Cluster_1720
GCA_030564045.1,CladeA,CF,Cluster_10,Cluster_1720
GCA_030587625.1,CladeB,Blood,Cluster_52,Cluster_1721
GCA_030587645.1,CladeB,Blood,Cluster_52,Cluster_1721
GCA_030676715.1,CladeA,Ear,Cluster_128,Cluster_1722
GCA_030688825.1,CladeB,CF,Cluster_11,Cluster_256
GCA_030688835.1,CladeA,CF,Cluster_10,Cluster_30
GCA_030688875.1,CladeB,CF,Cluster_81,Cluster_670
GCA_030711435.1,CladeA,Sputum,Cluster_43,Cluster_1723
GCA_030711445.1,CladeB,Sputum,Cluster_16,Cluster_1724
GCA_030711485.1,CladeA,Sputum,Cluster_5,Cluster_1725
GCA_030711515.1,CladeB,Sputum,Cluster_16,Cluster_1726
GCA_030711535.1,CladeA,Sputum,Cluster_63,Cluster_1727
GCA_030711615.1,CladeA,Sputum,Cluster_5,Cluster_281
GCA_030711625.1,CladeB,Sputum,Cluster_11,Cluster_1718
GCA_030711655.1,CladeB,Sputum,Cluster_11,Cluster_1718
GCA_030711665.1,CladeB,Sputum,Cluster_11,Cluster_1718
GCA_030711695.1,CladeB,Sputum,Cluster_294,Cluster_1728
GCA_030711775.1,CladeA,Sputum,Cluster_41,Cluster_1729
GCA_030711785.1,CladeA,Sputum,Cluster_295,Cluster_1730
GCA_030711805.1,CladeA,Sputum,Cluster_41,Cluster_1731
GCA_030711875.1,CladeA,Sputum,Cluster_43,Cluster_1732
GCA_030711895.1,CladeB,Sputum,Cluster_16,Cluster_1733
GCA_030711905.1,CladeB,Sputum,Cluster_16,Cluster_1733
GCA_030711955.1,CladeB,Lung,Cluster_294,Cluster_1728
GCA_030711985.1,CladeB,Sputum,Cluster_12,Cluster_1734
GCA_030712015.1,CladeA,Sputum,Cluster_102,Cluster_1735
GCA_030712025.1,CladeB,Sputum,Cluster_16,Cluster_1736
GCA_030712055.1,CladeB,Sputum,Cluster_294,Cluster_1728
GCA_030712075.1,CladeA,Sputum,Cluster_102,Cluster_1735
GCA_030712125.1,CladeA,Sputum,Cluster_102,Cluster_1735
GCA_030712155.1,CladeB,Lung,Cluster_294,Cluster_1728
GCA_030712175.1,CladeB,Pneumonia,Cluster_294,Cluster_1728
GCA_030712195.1,CladeB,Sputum,Cluster_16,Cluster_1737
GCA_030712205.1,CladeA,Sputum,Cluster_102,Cluster_1735
GCA_030712235.1,CladeA,Sputum,Cluster_90,Cluster_1738
GCA_030712255.1,CladeA,Sputum,Cluster_59,Cluster_1739
GCA_030712315.1,CladeA,Sputum,Cluster_102,Cluster_1735
GCA_030714765.1,CladeA,Wound,Cluster_102,Cluster_1735
GCA_030714855.1,CladeA,Sputum,Cluster_3,Cluster_1609
GCA_030714875.1,CladeA,Sputum,Cluster_296,Cluster_1740
GCA_030714895.1,CladeA,Sputum,Cluster_59,Cluster_1739
GCA_030714955.1,CladeA,Sputum,Cluster_59,Cluster_1739
GCA_030737955.1,CladeA,Sputum,Cluster_190,Cluster_1741
GCA_030737975.1,CladeB,Sputum,Cluster_81,Cluster_1742
GCA_030737995.1,CladeA,Pneumonia,Cluster_24,Cluster_1743
GCA_030738015.1,CladeA,Sputum,Cluster_43,Cluster_1744
GCA_030738035.1,CladeA,Sputum,Cluster_20,Cluster_1745
GCA_030738055.1,CladeA,Sputum,Cluster_20,Cluster_882
GCA_030738065.1,CladeA,Sputum,Cluster_1,Cluster_1746
GCA_030738095.1,CladeA,Sputum,Cluster_203,Cluster_1747
GCA_030738105.1,CladeA,Lung,Cluster_62,Cluster_1751
GCA_030738135.1,CladeA,Lung,Cluster_10,Cluster_1748
GCA_030738155.1,CladeB,Wound,Cluster_12,Cluster_3640
GCA_030738175.1,CladeB,Wound,Cluster_135,Cluster_3641
GCA_030738195.1,CladeA,Blood,Cluster_20,Cluster_1749
GCA_030738215.1,CladeB,Sputum,Cluster_16,Cluster_1750
GCA_030738235.1,CladeA,Sputum,Cluster_62,Cluster_1751
GCA_030738255.1,CladeA,Lung,Cluster_87,Cluster_1752
GCA_030738265.1,CladeB,Lung,Cluster_16,Cluster_1750
GCA_030738295.1,CladeA,Sputum,Cluster_1,Cluster_1753
GCA_030738305.1,CladeB,Sputum,Cluster_4,Cluster_1754
GCA_030738335.1,CladeA,Ocean,Cluster_28,Cluster_1755
GCA_030738355.1,CladeA,Sputum,Cluster_2,Cluster_1756
GCA_030738375.1,CladeA,Blood,Cluster_28,Cluster_1755
GCA_030738385.1,CladeB,Sputum,Cluster_11,Cluster_256
GCA_030738415.1,CladeA,Lung,Cluster_40,Cluster_1757
